scoringAiId,requestNo,contentsName,artistName,dContentsName,dArtistName,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,clubDamCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoTray,requestNoChapter,fadeout,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,spare1,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,timing,longtoneSkill,vibratoSkill,vibratoType,vibratoTotalSecond,vibratoCount,accentCount,hammeringOnCount,edgeVoiceCount,hiccupCount,aiSensitivityMeterAdd,aiSensitivityMeterDeduct,aiSensitivityPoints,aiSensitivityBonus,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,spare2,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,maxTotalPoints,scoringDateTime,aiSensitivityGraphAddPointsSection01,aiSensitivityGraphAddPointsSection02,aiSensitivityGraphAddPointsSection03,aiSensitivityGraphAddPointsSection04,aiSensitivityGraphAddPointsSection05,aiSensitivityGraphAddPointsSection06,aiSensitivityGraphAddPointsSection07,aiSensitivityGraphAddPointsSection08,aiSensitivityGraphAddPointsSection09,aiSensitivityGraphAddPointsSection10,aiSensitivityGraphAddPointsSection11,aiSensitivityGraphAddPointsSection12,aiSensitivityGraphAddPointsSection13,aiSensitivityGraphAddPointsSection14,aiSensitivityGraphAddPointsSection15,aiSensitivityGraphAddPointsSection16,aiSensitivityGraphAddPointsSection17,aiSensitivityGraphAddPointsSection18,aiSensitivityGraphAddPointsSection19,aiSensitivityGraphAddPointsSection20,aiSensitivityGraphAddPointsSection21,aiSensitivityGraphAddPointsSection22,aiSensitivityGraphAddPointsSection23,aiSensitivityGraphAddPointsSection24,aiSensitivityGraphDeductPointsSection01,aiSensitivityGraphDeductPointsSection02,aiSensitivityGraphDeductPointsSection03,aiSensitivityGraphDeductPointsSection04,aiSensitivityGraphDeductPointsSection05,aiSensitivityGraphDeductPointsSection06,aiSensitivityGraphDeductPointsSection07,aiSensitivityGraphDeductPointsSection08,aiSensitivityGraphDeductPointsSection09,aiSensitivityGraphDeductPointsSection10,aiSensitivityGraphDeductPointsSection11,aiSensitivityGraphDeductPointsSection12,aiSensitivityGraphDeductPointsSection13,aiSensitivityGraphDeductPointsSection14,aiSensitivityGraphDeductPointsSection15,aiSensitivityGraphDeductPointsSection16,aiSensitivityGraphDeductPointsSection17,aiSensitivityGraphDeductPointsSection18,aiSensitivityGraphDeductPointsSection19,aiSensitivityGraphDeductPointsSection20,aiSensitivityGraphDeductPointsSection21,aiSensitivityGraphDeductPointsSection22,aiSensitivityGraphDeductPointsSection23,aiSensitivityGraphDeductPointsSection24,aiSensitivityGraphIndexSection01,aiSensitivityGraphIndexSection02,aiSensitivityGraphIndexSection03,aiSensitivityGraphIndexSection04,aiSensitivityGraphIndexSection05,aiSensitivityGraphIndexSection06,aiSensitivityGraphIndexSection07,aiSensitivityGraphIndexSection08,aiSensitivityGraphIndexSection09,aiSensitivityGraphIndexSection10,aiSensitivityGraphIndexSection11,aiSensitivityGraphIndexSection12,aiSensitivityGraphIndexSection13,aiSensitivityGraphIndexSection14,aiSensitivityGraphIndexSection15,aiSensitivityGraphIndexSection16,aiSensitivityGraphIndexSection17,aiSensitivityGraphIndexSection18,aiSensitivityGraphIndexSection19,aiSensitivityGraphIndexSection20,aiSensitivityGraphIndexSection21,aiSensitivityGraphIndexSection22,aiSensitivityGraphIndexSection23,aiSensitivityGraphIndexSection24,favorite
"2103027","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1071","89","0","3581","85","0","65","77","91",,"79","60","70","60","84","21","6","0","5","3","7","10","24","4","0","0","0","0","80","0","80","2913","79421","73","66","53","60","93",,"87","86","85","86","90","94","81","83","88","82","41","50","0","50","50","50","50","0","0","0","0","0","0","50","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92117","20250730193159","31","70","12","97","73","40","67","42","48","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2103037","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1071","89","0","3672","83","79","71","88","93",,"79","60","67","60","72","41","11","0","5","8","5","13","33","9","0","0","0","0","76","0","76","3053","79421","73","66","53","60","93",,"85","74","80","89","83","93","83","82","75","84","92","88","83","85","92","80","95","82","61","85","80","80","90","76","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92117","20250730193407","40","61","30","55","71","21","82","82","31","72","30","37","68","60","12","30","48","47","33","51","48","22","25","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2103041","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1071","89","0","1901","85","0","67","74","93",,"79","60","67","60","92","20","11","0","5","3","6","10","48","11","0","0","0","0","84","0","84","1147","79421","73","66","53","60","93",,"85","78","85","90","86","92","86","87","85","83","41","50","0","50","50","50","50","0","0","0","0","0","0","50","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92117","20250730193753","61","91","30","56","91","30","68","77","21","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2103049","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1071","89","0","2841","84","76","78","95","95",,"79","60","69","60","82","34","15","0","5","10","7","10","43","13","0","0","0","0","76","0","76","3141","79421","73","66","53","60","93",,"85","82","85","87","85","90","84","91","90","90","89","85","74","85","92","84","85","74","75","83","82","78","81","71","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92117","20250730194013","51","72","21","55","68","30","82","42","46","53","50","12","47","38","12","38","47","65","61","46","73","31","12","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2103058","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-6","1071","89","0","2121","85","43","72","76","92",,"73","54","73","54","77","29","12","2","5","3","6","10","58","17","0","0","0","0","77","0","77","3312","79421","73","66","53","60","93",,"88","93","87","94","77","87","80","74","88","82","92","82","84","77","88","54","95","82","80","95","84","85","87","79","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92161","20250730194416","72","48","21","80","82","58","58","52","33","60","30","22","51","71","12","22","51","41","58","41","67","60","12","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2103067","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-3","1071","89","0","1931","83","72","66","60","94",,"76","57","76","57","94","14","3","0","5","3","4","1","22","9","0","0","0","0","73","3","73","1443","79421","73","66","53","60","93",,"88","88","82","86","84","88","77","81","80","81","40","50","0","50","50","50","50","0","0","0","0","0","0","50","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92161","20250730195021","62","60","33","51","46","30","41","80","21","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2103073","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT021539","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1071","89","0","3361","84","83","77","92","92",,"79","60","67","60","78","30","17","0","5","9","6","1","67","18","0","0","0","0","78","0","78","3668","79421","73","66","53","60","93",,"84","89","86","90","90","86","75","70","86","82","92","91","90","82","91","80","95","87","66","77","81","79","93","78","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92161","20250730195212","86","100","31","55","52","45","75","46","25","33","31","12","55","46","12","30","65","25","52","71","67","51","31","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2113265","3318-03","君の知らない物語(生音)","supercell","[生音]君の知らない物語","supercell","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3318","03","0","1771","92","68","68","89","98",,"74","57","74","57","68","6","37","3","5","7","6","10","122","40","0","0","0","0","83","36","74","1046","88251","80","66","80","73","93",,"97","100","96","90","89","84","100","98","87","88","89","95","99","95","88","100","100","100","83","93","86","85","95","93","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","95765","20250807194550","66","12","36","38","58","56","85","31","36","48","68","75","33","67","21","12","0","33","40","67","80","62","73","65","0","97","47","17","4","0","3","0","0","0","100","11","0","0","0","0","0","0","22","0","9","0","38","0","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2113280","3328-82","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3328","82","0","3001","90","78","53","93","96",,"72","55","72","55","43","9","25","0","5","9","7","2","256","61","0","0","0","0","73","19","69","1256","86477","80","66","73","80","93",,"89","65","85","87","96","91","90","96","95","94","100","84","93","79","100","93","87","91","96","91","91","95","96","87","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","92707","20250807195343","48","22","31","42","48","22","78","52","40","12","21","46","60","48","46","62","57","12","61","48","60","42","45","21","28","0","0","0","0","0","0","0","0","0","12","10","0","0","0","0","0","0","21","37","13","0","38","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2113290","3328-82","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3328","82","0","2231","91","60","40","94","94",,"72","55","72","55","44","9","13","0","5","9","7","10","123","30","0","0","0","0","81","48","70","1006","86477","80","66","73","80","93",,"94","81","90","87","89","85","86","90","93","92","46","50","0","0","0","0","0","0","0","0","0","0","0","50","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","92707","20250807200309","38","40","63","68","30","60","63","67","58","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","14","0","0","0","27","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2113296","4420-18","NOISY LOVE POWER☆","大橋彩香","NOISY LOVE POWER☆","大橋彩香","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","4420","18","0","161","86","85","65","91","98",,"75","58","63","58","73","36","21","0","5","9","6","10","119","36","0","0","0","0","73","6","71","1018","86325","80","73","66","73","93",,"91","90","91","86","94","83","87","77","100","80","94","85","87","94","97","86","78","84","90","94","71","85","83","72","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","95965","20250807200725","42","42","12","30","12","70","47","47","12","33","30","30","43","56","95","38","33","12","21","68","78","30","12","68","8","7","0","0","0","0","0","0","12","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2113305","3328-85","Be Your Light!!","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","Be Your Light!!","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3328","85","0","1931","88","70","70","87","98",,"78","57","66","57","76","34","24","0","5","8","6","10","161","50","0","0","0","0","76","12","72","1026","83794","73","73","66","66","93",,"80","89","91","97","93","89","88","78","92","78","90","96","81","88","93","96","100","83","74","79","90","90","85","100","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","93371","20250807201202","42","30","38","47","47","30","76","37","30","40","60","21","77","82","68","0","0","42","40","48","97","30","37","12","0","0","0","0","0","0","0","0","0","20","12","0","0","0","0","0","0","0","0","0","41","0","10","0","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2113313","3328-81","一歩前ノセカイ","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","一歩前ノセカイ","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3328","81","0","2231","86","84","72","90","99",,"75","60","69","60","78","37","15","0","5","9","6","10","132","45","0","0","0","0","80","0","80","1108","85058","80","73","66","66","93",,"86","90","65","78","81","89","86","83","85","100","87","89","81","88","80","84","100","63","81","89","88","80","82","93","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","92731","20250807201723","51","71","12","56","55","33","40","33","85","42","21","55","65","52","80","52","12","25","30","52","60","90","68","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2113320","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1071","89","0","3581","87","82","47","93","94",,"79","60","67","60","33","33","12","0","5","10","6","10","85","23","0","0","0","0","72","0","72","1026","79442","73","66","53","60","93",,"82","93","82","95","100","88","84","85","91","90","91","80","87","88","94","84","93","91","85","92","89","77","86","74","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92514","20250807202214","21","91","33","51","63","21","38","71","36","38","33","37","42","38","12","21","61","33","38","30","61","40","38","48","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2113326","5244-53","正しくなれない","ずっと真夜中でいいのに。","正しくなれない","ずっと真夜中でいいのに。","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5244","53","0","1621","86","78","72","90","98",,"77","57","67","57","72","48","11","0","5","9","6","10","100","30","0","0","0","0","82","7","80","1100","83817","73","73","66","66","93",,"91","89","100","90","80","72","90","90","87","87","84","82","86","87","100","73","91","78","84","92","72","84","83","94","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","94104","20250807202544","33","78","12","62","93","70","100","47","38","12","85","12","87","57","60","52","46","85","51","30","12","42","60","30","0","37","0","0","0","0","0","3","0","0","0","57","0","0","0","0","9","0","0","0","0","0","0","3","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","0"
"2113330","1025-65","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1025","65","0","1341","89","81","38","87","99",,"68","57","64","59","24","29","10","0","5","8","5","4","32","11","0","0","0","0","66","1","66","1044","83656","80","66","60","53","86",,"90","93","93","88","92","90","88","97","100","93","87","96","83","82","93","75","88","94","95","91","91","94","91","88","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","95771","20250807203012","65","70","42","48","25","21","30","52","12","0","21","56","12","46","42","30","21","21","12","38","56","21","12","38","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2113336","1260-87","Palette","常闇トワ","Palette","常闇トワ","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1260","87","0","551","91","76","81","86","98",,"76","54","76","54","99","17","19","0","5","7","6","2","130","34","0","0","0","0","77","6","76","2259","85682","80","66","66","73","93",,"78","88","93","86","88","83","90","100","91","96","92","92","84","100","100","100","90","92","86","96","100","100","90","96","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","95098","20250807203339","93","47","66","31","40","52","31","21","30","82","73","46","66","57","30","12","57","40","43","57","56","47","43","12","0","0","0","0","0","0","42","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2113339","4000-37","ビビデバ","星街すいせい","ビビデバ","星街すいせい","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","4000","37","0","3672","83","49","64","23","89",,"75","53","69","53","79","26","5","0","5","3","0","1","14","2","0","0","0","0","68","25","65","980","82914","73","60","60","40","86",,"84","79","84","81","89","89","86","88","83","85","72","77","89","86","80","84","89","100","90","86","75","80","82","91","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","0","20250807203733","60","46","25","42","48","21","41","55","12","21","33","33","46","21","21","33","12","0","12","83","22","51","22","30","0","0","48","0","14","0","0","0","44","0","0","6","0","20","0","17","0","0","0","0","0","6","5","17","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","0"
"2113346","5941-40","SUN","星野 源","SUN","星野 源","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5941","40","0","3621","88","64","87","84","99",,"69","51","69","51","88","42","32","0","5","7","5","1","69","24","0","0","0","0","93","18","87","4078","83037","73","66","73","60","93",,"97","95","90","91","87","92","92","97","96","94","84","85","98","96","75","88","90","82","72","94","88","65","93","100","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","94762","20250807204051","71","50","81","60","85","100","100","100","12","72","30","48","66","60","77","100","68","36","71","36","50","43","85","68","17","0","13","0","0","0","0","0","0","0","0","0","0","19","0","5","0","9","2","0","0","0","73","0","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2113355","3328-82","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT033832","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3328","82","0","3711","90","64","92","91","91",,"72","55","72","55","99","15","30","0","5","9","6","2","242","67","0","0","0","0","91","13","86","4312","86477","80","66","73","80","93",,"82","84","91","88","90","86","83","98","95","91","100","89","90","86","96","88","98","85","100","89","98","83","88","92","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","92707","20250807204546","38","42","50","98","52","31","62","48","63","21","25","63","71","100","63","82","71","82","75","100","62","72","77","100","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","100","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","0"
